vessel_imo,vessel_name,vessel_flag,vessel_type,eta_place_name,eta_country_name,eta_date,last_reported_port,last_reported_country,last_reported_port_sail_date,destination_port,destination_country,vessel_technical_manager
9463009,RIDDHI,Cook Islands,Tanker,KARWAR,INDIA,06/10/2022, , , ,KARWAR,INDIA, 
9285718,SUCCESS,India,Tanker,NEW MANGALORE,INDIA,06/12/2022, , , ,NEW MANGALORE,INDIA, 
9749570,GLOVIS STELLA,Marshall Islands,Cargo,CHENNAI (EX MADRAS),INDIA,06/15/2022, , , ,CHENNAI (EX MADRAS),INDIA, 
9500053,PACIFIC VISION,Antigua and Barbuda,Cargo,CHENNAI (EX MADRAS),INDIA,06/14/2022, , , ,CHENNAI (EX MADRAS),INDIA, 
9726035,UNITY EXPLORER,Bahamas,Unknown,TUTICORIN,INDIA,06/11/2022, , , ,TUTICORIN,INDIA, 
9592628,BUSAN STAR,Panama,Cargo,TUTICORIN,INDIA,06/08/2022, , , ,TUTICORIN,INDIA, 
9375305,KMTC JEBEL ALI,South Korea,Cargo,CHENNAI (EX MADRAS),INDIA,06/12/2022, , , ,CHENNAI (EX MADRAS),INDIA, 
9795543,GAS ZENITH,Panama,Tanker,ENNORE,INDIA,06/14/2022, , , ,ENNORE,INDIA, 
9848821,SAMBONG ARTEMIS,South Korea,Tanker,CHENNAI (EX MADRAS),INDIA,06/11/2022, , , ,CHENNAI (EX MADRAS),INDIA, 
9400291,OSAKA,Singapore,Other,KATTUPALLI,INDIA,12/06/2022, , , ,KATTUPALLI,INDIA, 
9586758,MEGA CARAVAN 2,South Korea,Other,KATTUPALLI,INDIA,06/09/2022, , , ,KATTUPALLI,INDIA, 
9187954,GOLDEN ATLANTIC,Panama,Cargo,KRISHNAPATNAM,INDIA,06/12/2022, , , ,KRISHNAPATNAM,INDIA, 
9347449,KMTC MUNDRA,South Korea,Cargo,JAWAHARLAL NEHRU (NHAVA SHEVA),INDIA,06/15/2022,BUSAN,KOREA REPUBLIC OF, ,JAWAHARLAL NEHRU (NHAVA SHEVA),INDIA, 
9072214,TK MAJESTIC,Saint Kitts and Nevis,Cargo,KAKINADA,INDIA,04/24/2022, , , ,KAKINADA,INDIA, 
9489235,CH BELLA,South Korea,Cargo,MUMBAI (EX BOMBAY),INDIA,06/16/2022, , , ,MUMBAI (EX BOMBAY),INDIA, 
9291391,THOR MAXIMUS,Singapore,Cargo,KAKINADA,INDIA,06/07/2022, , , ,KAKINADA,INDIA, 
9611498,T SYMPHONY,Marshall Islands,Unknown,VISAKHAPATNAM,INDIA,06/12/2022, , , ,VISAKHAPATNAM,INDIA, 
9301079,GREAT NAVIGATOR,Hong Kong,Cargo,VISAKHAPATNAM,INDIA,05/26/2022, , , ,VISAKHAPATNAM,INDIA, 
9875628,GARNET ETERNITY,Marshall Islands,Cargo,VIZAG,INDIA,06/09/2022, , , ,VIZAG,INDIA, 
9350800,ANDROS NAVIGATOR,Liberia,Cargo,VISAKHAPATNAM,INDIA,06/08/2022, , , ,VISAKHAPATNAM,INDIA, 
9330460,SAEHAN INTRASIA,South Korea,Tanker,VISAKHAPATNAM,INDIA,06/11/2022, , , ,VISAKHAPATNAM,INDIA, 
9415014,TONG YOUNG,South Korea,Tanker,HAZIRA,INDIA,06/17/2022, , , ,HAZIRA,INDIA, 
9166857,ARAHAN,South Korea,Tanker,ENNORE,INDIA,06/14/2022, , , ,ENNORE,INDIA, 
9232369,NYMPH THETIS,Liberia,Tanker,PARADIP PORT,INDIA,06/12/2022, , , ,PARADIP PORT,INDIA, 
9425916,C LION,Panama,Cargo,HALDIA,INDIA,06/13/2022, , , ,HALDIA,INDIA, 
9197143,DAEWON,South Korea,Tanker,HALDIA,INDIA,06/03/2022, , , ,HALDIA,INDIA, 
9478121,DAEWOO DIAMOND,Panama,Tanker,VIZAG,INDIA,06/13/2022, , , ,VIZAG,INDIA, 
9694189,DONG-A THEMIS,Panama,Tanker,DHAMRA PORT,INDIA,08/06/2022, , , ,DHAMRA PORT,INDIA, 
9478080,LOI HOPE,South Korea,Tanker,HALDIA,INDIA,06/05/2022, , , ,HALDIA,INDIA, 
9134971,SCHUMI 5,Thailand,Tanker,DHAMRA PORT,INDIA,05/31/2022, , , ,DHAMRA PORT,INDIA, 
9131060,MTT SINGAPORE,Malaysia,Cargo,KOLKATA (EX CALCUTTA),INDIA,06/11/2022, , , ,KOLKATA (EX CALCUTTA),INDIA, 
9354234,KOOKYANG SINGAPORE,South Korea,Cargo,VISAKHAPATNAM,INDIA,06/13/2022, , , ,VISAKHAPATNAM,INDIA, 
9172399,OS 35,Tuvalu,Cargo,KANDLA,INDIA,06/21/2022, , , ,KANDLA,INDIA, 
9645358,GAS QUANTUM,Panama,Tanker,KAKINADA,INDIA,06/16/2022, , , ,KAKINADA,INDIA, 
